PeakName	Sequence_Length
chr11-12130390-12130592	203
chr11-12133469-12134715	1247
chr11-12141317-12141708	392
chr11-12144835-12145004	170
chr11-12152318-12152553	236
chr11-12156162-12157671	1510
chr11-12159102-12160335	1234
chr11-12166965-12167551	587
chr11-12170889-12171333	445
chr11-12174263-12175064	802
chr11-12175702-12176312	611
chr11-12188972-12190054	1083
chr11-12192552-12193501	950
chr11-12195595-12196972	1378
chr11-12198070-12200442	2373
chr11-12215024-12216647	1624
chr11-12221836-12226510	4675
chr11-12235130-12236978	1849
chr11-12242169-12242665	497
chr11-12281587-12282257	671
chr11-12331294-12331633	340
chr11-12356849-12357352	504
chr11-12362818-12363260	443
chr11-12365997-12366779	783
chr11-12377269-12378316	1048
chr11-12673728-12675390	1663
chr11-12717792-12718367	576
chr11-12888811-12889796	986
chr11-12964085-12964408	324
chr11-13183329-13183394	66
chr11-13205449-13205804	356
chr11-13207494-13208776	1283
chr11-13216431-13216703	273
chr11-13238857-13239314	458
chr11-13275304-13280540	5237
chr11-13286404-13287584	1181
chr11-13297767-13298371	605
chr11-13303569-13304134	566
chr11-13318836-13319292	457
chr11-13333459-13334075	617
chr11-13335177-13335686	510
chr11-13337909-13339648	1740
chr11-13343911-13344567	657
chr11-13348322-13348475	154
chr11-13385079-13385140	62
chr11-13437136-13437210	75
chr11-13448894-13449292	399
chr11-13462197-13464267	2071
chr11-13465896-13466305	410
chr11-13487027-13488030	1004
chr11-13550732-13551149	418
chr11-13667153-13670399	3247
chr11-13672563-13673421	859
chr11-13674077-13675665	1589
chr11-13680355-13680970	616
chr11-13691205-13691743	539
chr11-13772424-13772884	461
chr11-13776149-13776532	384
chr11-13859927-13860566	640
chr11-13861342-13861792	451
chr11-13868677-13869896	1220
chr11-13873430-13873575	146
chr11-13923335-13925102	1768
chr11-13938561-13939340	780
chr11-13940357-13941200	844
chr11-13955810-13956334	525
chr11-13962400-13964894	2495
chr11-14074923-14075709	787
chr11-14078837-14079552	716
chr11-14090674-14090852	179
chr11-14148677-14149016	340
chr11-14237309-14238154	846
chr11-14248717-14249737	1021
chr11-14269837-14271700	1864
chr11-14288172-14288690	519
chr11-14300524-14301156	633
chr11-14308617-14309332	716
chr11-14314115-14314598	484
chr11-14319842-14320572	731
chr11-14323357-14323403	47
chr11-14325048-14325479	432
chr11-14327171-14327533	363
chr11-14331457-14331946	490
chr11-14337045-14337341	297
chr11-14339438-14339460	23
chr11-14350221-14350638	418
chr11-14357626-14359791	2166
chr11-14380810-14381716	907
chr11-14393837-14394380	544
chr11-14414675-14415776	1102
chr11-14435716-14436090	375
chr11-14451785-14452225	441
chr11-14454996-14455426	431
chr11-14498993-14501176	2184
chr11-14518807-14521394	2588
chr11-14536790-14537957	1168
chr11-14539796-14542741	2946
chr11-14544280-14545675	1396
chr11-14554579-14555908	1330
chr11-14567008-14567409	402
chr11-14569311-14570181	871
chr11-14577437-14580059	2623
chr11-14587153-14587740	588
chr11-14593697-14593885	189
chr11-14611714-14613136	1423
chr11-14622600-14623373	774
chr11-14624979-14627069	2091
chr11-14633442-14634078	637
chr11-14635521-14636860	1340
chr11-14638041-14638977	937
chr11-14642553-14646949	4397
chr11-14648079-14648098	20
chr11-14669003-14669345	343
chr11-14673886-14674453	568
chr11-14684339-14684695	357
chr11-14688293-14688513	221
chr11-14698732-14699252	521
chr11-14713456-14714562	1107
chr11-14728287-14728626	340
chr11-14750714-14751046	333
chr11-14752068-14752658	591
chr11-14759403-14760070	668
chr11-14764017-14765854	1838
chr11-14766880-14767145	266
chr11-14768369-14769388	1020
chr11-14773753-14774147	395
chr11-14778414-14778815	402
chr11-14783750-14784500	751
chr11-14789893-14790246	354
chr11-14890633-14892826	2194
chr11-14894766-14895701	936
chr11-14898486-14898510	25
chr11-14904527-14908946	4420
chr11-14973453-14975120	1668
chr11-15006175-15006500	326
chr11-15073483-15075355	1873
chr11-15113280-15113841	562
chr11-15208581-15209032	452
chr11-15577434-15577994	561
chr11-15580062-15580463	402
chr11-15649933-15650654	722
chr11-15799784-15801078	1295
chr11-15815470-15816979	1510
chr11-15818659-15819137	479
chr11-15819644-15820089	446
chr11-16001787-16002327	541
chr11-16604749-16605394	646
chr11-16605943-16607208	1266
chr11-16613557-16614119	563
chr11-16737588-16740675	3088
chr11-16741270-16741928	659
chr11-16759908-16760362	455
chr11-16779327-16779875	549
chr11-16785439-16785950	512
chr11-16788336-16788849	514
chr11-16790450-16792077	1628
chr11-16794906-16795629	724
chr11-16796160-16796716	557
chr11-16807164-16807921	758
chr11-16809879-16810451	573
chr11-16813251-16813463	213
chr11-16814328-16815698	1371
chr11-16817222-16817920	699
chr11-16820268-16820730	463
chr11-16945946-16946270	325
chr11-16986243-16987185	943
chr11-17013590-17015157	1568
chr11-17063426-17063820	395
chr11-17073396-17073866	471
chr11-17075863-17078939	3077
chr11-17082385-17082852	468
chr11-17097662-17099188	1527
chr11-17161517-17161977	461
chr11-17163683-17165307	1625
chr11-17206598-17210051	3454
chr11-17211262-17211758	497
chr11-17221963-17222393	431
chr11-17229983-17231485	1503
chr11-17244125-17244324	200
chr11-17257155-17257448	294
chr11-17268584-17269286	703
chr11-17273805-17274689	885
chr11-17275279-17279922	4644
chr11-17280527-17281406	880
chr11-17285259-17287554	2296
chr11-17333727-17334304	578
chr11-17351018-17354922	3905
chr11-17383470-17384363	894
chr11-17386610-17387036	427
chr11-17388547-17390255	1709
chr11-17400177-17400494	318
chr11-17504480-17505009	530
chr11-17599009-17599292	284
chr11-17731078-17731297	220
chr11-17921968-17922321	354
chr11-17991798-17992199	402
chr11-18010093-18014387	4295
chr11-18088975-18089415	441
chr11-18105485-18106575	1091
chr11-18115401-18115929	529
chr11-18229480-18229917	438
chr11-18243687-18244342	656
chr11-18246209-18247082	874
chr11-18265287-18265531	245
chr11-18267800-18268750	951
chr11-18277478-18278491	1014
chr11-18280261-18281333	1073
chr11-18282527-18283062	536
chr11-18310690-18311436	747
chr11-18312767-18313260	494
chr11-18313879-18314146	268
chr11-18314732-18315410	679
chr11-18320368-18324924	4557
chr11-18329419-18329478	60
chr11-18330916-18330998	83
chr11-18332231-18333348	1118
chr11-18382510-18385040	2531
chr11-18392356-18397112	4757
chr11-18397885-18398139	255
chr11-18408101-18409298	1198
chr11-18410632-18410735	104
chr11-18412045-18412550	506
chr11-18455581-18456092	512
chr11-18525222-18528970	3749
chr11-18540213-18540679	467
chr11-18579146-18579492	347
chr11-18587528-18591150	3623
chr11-18615894-18616453	560
chr11-18617524-18619015	1492
chr11-18619525-18619888	364
chr11-18621873-18622254	382
chr11-18631902-18635390	3489
chr11-18651102-18651587	486
chr11-18665300-18665805	506
chr11-18666857-18667499	643
chr11-18669232-18669671	440
chr11-18671764-18673052	1289
chr11-18697049-18701287	4239
chr11-18705416-18708198	2783
chr11-18720530-18722604	2075
chr11-18727537-18728282	746
chr11-18731676-18732429	754
chr11-18764209-18764666	458
chr11-19071118-19071649	532
chr11-19076973-19077338	366
chr11-19116354-19117921	1568
chr11-19163176-19163449	274
chr11-19240296-19242741	2446
chr11-19243582-19244888	1307
chr11-19259730-19260126	397
chr11-19280896-19281443	548
chr11-19553799-19554023	225
chr11-19564024-19564385	362
chr11-19625368-19625943	576
chr11-19711748-19714921	3174
chr11-19723436-19724300	865
chr11-19742665-19743044	380
chr11-19828362-19828696	335
chr11-19951686-19951927	242
chr11-19963742-19964111	370
chr11-19970874-19971441	568
chr11-20046410-20046789	380
chr11-20128220-20128660	441
chr11-20132209-20132790	582
chr11-20156142-20157450	1309
chr11-20353871-20354232	362
chr11-20355240-20355645	406
chr11-20360388-20361335	948
chr11-20363125-20365013	1889
chr11-20367568-20367976	409
chr11-20386142-20389165	3024
chr11-20397145-20397678	534
chr11-20451543-20451765	223
chr11-20474762-20475503	742
chr11-20610117-20610509	393
chr11-21511864-21512149	286
chr11-21625735-21626533	799
chr11-21635373-21636201	829
chr11-21640502-21640906	405
chr11-21752762-21753116	355
chr11-21897155-21897643	489
chr11-22162809-22163944	1136
chr11-22182171-22182638	468
chr11-22192420-22193842	1423
chr11-22624614-22626791	2178
chr11-22657191-22657748	558
chr11-22666720-22667065	346
chr11-22690652-22691330	679
chr11-22828833-22830430	1598
chr11-22875867-22876258	392
chr11-23181125-23181377	253
chr11-23569469-23569870	402
chr11-26087208-26087889	682
chr11-26284674-26285028	355
chr11-27233979-27234450	472
chr11-27362578-27363965	1388
chr11-27471141-27473433	2293
chr11-27485898-27486334	437
chr11-27497311-27497393	83
chr11-27499085-27499589	505
chr11-27505887-27508014	2128
chr11-28106231-28111262	5032
chr11-29518597-29519176	580
chr11-29527427-29528033	607
chr11-30282248-30282582	335
chr11-30322541-30324214	1674
chr11-30326092-30327351	1260
chr11-30342382-30343348	967
chr11-30344128-30344364	237
chr11-30346062-30346478	417
chr11-30483010-30483507	498
chr11-30486962-30487815	854
chr11-30584473-30584667	195
chr11-30585296-30586637	1342
chr11-30917853-30918183	331
chr11-30919226-30920158	933
chr11-31366745-31367239	495
chr11-31368862-31370453	1592
chr11-31508850-31510621	1772
chr11-31798907-31799050	144
chr11-31804404-31804726	323
chr11-31809892-31813434	3543
chr11-31813955-31814438	484
chr11-31816698-31818206	1509
chr11-31995757-31996062	306
chr11-32032436-32033405	970
chr11-32052205-32052520	316
chr11-32081058-32081475	418
chr11-32088078-32088462	385
chr11-32090535-32092278	1744
chr11-32092794-32092852	59
chr11-32176164-32176637	474
chr11-32259722-32259895	174
chr11-32312901-32313307	407
chr11-32333312-32333672	361
chr11-32420803-32421260	458
chr11-32426978-32427259	282
chr11-32435140-32435491	352
chr11-32469206-32469378	173
chr11-32549789-32550180	392
chr11-32566712-32566917	206
chr11-32583068-32585332	2265
chr11-32586626-32586908	283
chr11-32588507-32589466	960
chr11-32594216-32594663	448
chr11-32779126-32779525	400
chr11-32792864-32793269	406
chr11-32809203-32809631	429
chr11-32822841-32822912	72
chr11-32823538-32824042	505
chr11-32829116-32830811	1696
chr11-32847366-32847940	575
chr11-32849748-32850229	482
chr11-32852101-32852866	766
chr11-32884992-32885138	147
chr11-32891967-32894779	2813
chr11-32901985-32902462	478
chr11-32960521-32960975	455
chr11-33005060-33005707	648
chr11-33011179-33012363	1185
chr11-33015381-33016717	1337
chr11-33021971-33022242	272
chr11-33038654-33041108	2455
chr11-33048592-33049202	611
chr11-33052240-33052855	616
chr11-33063142-33066020	2879
chr11-33134291-33134630	340
chr11-33158721-33162372	3652
chr11-33165984-33166618	635
chr11-33172909-33173393	485
chr11-33178509-33179741	1233
chr11-33188093-33188735	643
chr11-33195202-33196078	877
chr11-33197692-33199330	1639
chr11-33208746-33209054	309
chr11-33210878-33212178	1301
chr11-33212698-33212890	193
chr11-33214051-33214802	752
chr11-33222311-33222824	514
chr11-33227765-33228315	551
chr11-33234497-33235302	806
chr11-33248719-33248892	174
chr11-33254047-33254212	166
chr11-33256329-33259345	3017
chr11-33260040-33260147	108
chr11-33261654-33262451	798
chr11-33263269-33264007	739
chr11-33266254-33267117	864
chr11-33321537-33321710	174
chr11-33324295-33324926	632
chr11-33329695-33330130	436
chr11-33347497-33347917	421
chr11-33362306-33362747	442
chr11-33376290-33376653	364
chr11-33379908-33380401	494
chr11-33387605-33388450	846
chr11-33636062-33636677	616
chr11-33699702-33701801	2100
chr11-33722594-33722977	384
chr11-33723633-33723923	291
chr11-33732080-33732660	581
chr11-33734652-33737668	3017
chr11-33742426-33743086	661
chr11-33773173-33775571	2399
chr11-33802606-33802807	202
chr11-33808179-33808683	505
chr11-33829006-33829926	921
chr11-33857799-33858302	504
chr11-33867095-33871322	4228
chr11-33874265-33875296	1032
chr11-33881717-33881874	158
chr11-33885228-33885844	617
chr11-33891035-33892336	1302
chr11-33892877-33895416	2540
chr11-33898019-33898258	240
chr11-33900131-33900723	593
chr11-33907297-33907928	632
chr11-33910988-33911324	337
chr11-33912258-33913292	1035
chr11-33919619-33920009	391
chr11-33921008-33921927	920
chr11-33926748-33927042	295
chr11-33930030-33931526	1497
chr11-33936754-33937309	556
chr11-33941523-33942062	540
chr11-33942873-33943226	354
chr11-33959801-33960306	506
chr11-33970985-33971459	475
chr11-33987945-33988399	455
chr11-33996753-33997473	721
chr11-34037096-34037471	376
chr11-34044854-34045382	529
chr11-34046122-34046517	396
chr11-34049187-34049217	31
chr11-34050824-34054207	3384
chr11-34058981-34059375	395
chr11-34065898-34066315	418
chr11-34067429-34068312	884
chr11-34086557-34087175	619
chr11-34102928-34106575	3648
chr11-34146047-34146230	184
chr11-34148395-34148990	596
chr11-34149835-34149909	75
chr11-34153564-34155043	1480
chr11-34155712-34156033	322
chr11-34158681-34158978	298
chr11-34174035-34175092	1058
chr11-34180820-34181375	556
chr11-34203524-34203685	162
chr11-34206739-34207202	464
chr11-34208333-34209080	748
chr11-34226127-34226646	520
chr11-34233860-34234726	867
chr11-34243945-34244320	376
chr11-34248046-34249253	1208
chr11-34249961-34252802	2842
chr11-34254104-34254207	104
chr11-34266363-34266835	473
chr11-34269054-34269303	250
chr11-34300523-34301361	839
chr11-34302603-34302819	217
chr11-34308630-34310698	2069
chr11-34313187-34313537	351
chr11-34338729-34339838	1110
chr11-34342195-34342523	329
chr11-34345044-34345381	338
chr11-34356271-34359922	3652
chr11-34371352-34372140	789
chr11-34404842-34405794	953
chr11-34416573-34417221	649
chr11-34420514-34421071	558
chr11-34422122-34422523	402
chr11-34423389-34423671	283
chr11-34425860-34427766	1907
chr11-34431885-34433287	1403
chr11-34438208-34440298	2091
chr11-34445944-34446351	408
chr11-34449066-34449244	179
chr11-34450822-34451567	746
chr11-34464456-34464997	542
chr11-34468247-34468614	368
chr11-34492883-34493181	299
chr11-34501504-34501948	445
chr11-34509479-34509880	402
chr11-34512865-34513230	366
chr11-34552284-34552720	437
chr11-34585442-34586623	1182
chr11-34605832-34606176	345
chr11-34613414-34613892	479
chr11-34614658-34615118	461
chr11-34620781-34621245	465
chr11-34624100-34624442	343
chr11-34633656-34634733	1078
chr11-34650112-34651176	1065
chr11-34652628-34653184	557
chr11-34653904-34655287	1384
chr11-34707531-34707638	108
chr11-34840732-34841129	398
chr11-34864472-34864773	302
chr11-34866378-34866722	345
chr11-34910020-34910369	350
chr11-34915120-34917439	2320
chr11-34926058-34926538	481
chr11-34957245-34957582	338
chr11-34996946-34998676	1731
chr11-34999665-34999743	79
chr11-35006272-35007233	962
chr11-35012081-35014464	2384
chr11-35029708-35031436	1729
chr11-35035718-35037094	1377
chr11-35039847-35042553	2707
chr11-35043486-35051162	7677
chr11-35057863-35059964	2102
chr11-35063329-35064456	1128
chr11-35065816-35067625	1810
chr11-35073712-35074160	449
chr11-35076235-35080866	4632
chr11-35081779-35085266	3488
chr11-35087503-35088519	1017
chr11-35089678-35090396	719
chr11-35098877-35099245	369
chr11-35103590-35103705	116
chr11-35105670-35108738	3069
chr11-35110598-35111846	1249
chr11-35114780-35115517	738
chr11-35118855-35119376	522
chr11-35121508-35122945	1438
chr11-35125699-35127421	1723
chr11-35131898-35132176	279
chr11-35137316-35175611	38296
chr11-35176695-35181253	4559
chr11-35182167-35183768	1602
chr11-35185743-35186068	326
chr11-35186887-35188365	1479
chr11-35190744-35191654	911
chr11-35192394-35192648	255
chr11-35193952-35194129	178
chr11-35197356-35197592	237
chr11-35198713-35199142	430
chr11-35206640-35207190	551
chr11-35210774-35213232	2459
chr11-35213773-35217865	4093
chr11-35226722-35228663	1942
chr11-35233206-35233400	195
chr11-35235532-35237146	1615
chr11-35237858-35238837	980
chr11-35239466-35240054	589
chr11-35242353-35243523	1171
chr11-35247039-35248482	1444
chr11-35250481-35251041	561
chr11-35256366-35258068	1703
chr11-35272180-35273222	1043
chr11-35282544-35282901	358
chr11-35288332-35288425	94
chr11-35303512-35306239	2728
chr11-35307747-35309800	2054
chr11-35311158-35311830	673
chr11-35313064-35314143	1080
chr11-35318919-35319910	992
chr11-35330282-35331768	1487
chr11-35334211-35335565	1355
chr11-35337186-35337683	498
chr11-35342234-35343769	1536
chr11-35345102-35345731	630
chr11-35348905-35350265	1361
chr11-35373420-35373673	254
chr11-35390995-35392807	1813
chr11-35404517-35404854	338
chr11-35485720-35486078	359
chr11-35579599-35580038	440
chr11-35616177-35616578	402
chr11-35617816-35619676	1861
chr11-35661734-35663905	2172
chr11-35683679-35684358	680
chr11-35721905-35722422	518
chr11-35800918-35801695	778
chr11-35821706-35822506	801
chr11-35927550-35928412	863
chr11-35932118-35933511	1394
chr11-35943552-35944619	1068
chr11-35980970-35981378	409
chr11-36060963-36061374	412
chr11-36149559-36150354	796
chr11-36265987-36266421	435
chr11-36288513-36290131	1619
chr11-36292154-36292930	777
chr11-36297173-36297901	729
chr11-36304322-36304789	468
chr11-36306810-36307245	436
chr11-36326946-36327345	400
chr11-36350102-36350541	440
chr11-36352555-36353441	887
chr11-36354297-36354780	484
chr11-36355958-36356696	739
chr11-36360330-36361255	926
chr11-36361924-36362308	385
chr11-36363440-36363654	215
chr11-36365775-36366345	571
chr11-36373626-36373987	362
chr11-36375251-36378579	3329
chr11-36380659-36381577	919
chr11-36385127-36385626	500
chr11-36390274-36391582	1309
chr11-36400670-36401436	767
chr11-36407279-36407838	560
chr11-36408428-36409990	1563
chr11-36410615-36412207	1593
chr11-36412935-36413227	293
chr11-36417219-36417463	245
chr11-36420747-36421669	923
chr11-36425695-36425767	73
chr11-36426402-36427492	1091
chr11-36431799-36432177	379
chr11-36449851-36450677	827
chr11-36452201-36454224	2024
chr11-36455787-36456246	460
chr11-36467062-36467479	418
chr11-36478713-36479122	410
chr11-36487663-36488478	816
chr11-36492707-36493174	468
chr11-36500444-36500804	361
chr11-36508880-36510952	2073
chr11-36533040-36533216	177
chr11-36541048-36541423	376
chr11-36558382-36559196	815
chr11-36564395-36564817	423
chr11-36586562-36586933	372
chr11-36594207-36595069	863
chr11-36601069-36601585	517
chr11-36684804-36685323	520
chr11-36722461-36722835	375
chr11-36724948-36725349	402
chr11-36744580-36744899	320
chr11-36747004-36747537	534
chr11-39370959-39371662	704
chr11-40086549-40087284	736
chr11-43310042-43310572	531
chr11-43311399-43312993	1595
chr11-43316587-43316621	35
chr11-43358202-43360800	2599
